user_id,variant,segment,started_test,completed_test,viewed_report,purchased,refunded
control_1357,control,new,True,True,True,False,False
control_1358,control,returning,True,True,True,False,False
control_1359,control,new,False,False,False,False,False
control_1360,control,returning,True,True,True,False,False
control_1361,control,new,True,True,True,True,False
control_1362,control,returning,True,True,True,False,False
control_1363,control,new,False,False,False,False,False
control_1364,control,new,False,False,False,False,False
control_1365,control,new,False,False,False,False,False
control_1366,control,new,True,True,True,False,False
control_1367,control,new,False,False,False,False,False
control_1368,control,new,False,False,False,False,False
control_1369,control,new,True,True,True,False,False
control_1370,control,new,True,False,False,False,False
control_1371,control,returning,False,False,False,False,False
control_1372,control,new,True,True,True,False,False
control_1373,control,returning,True,False,False,False,False
control_1374,control,returning,True,True,False,False,False
control_1375,control,new,True,True,False,False,False
control_1376,control,returning,True,False,False,False,False
control_1377,control,returning,True,True,True,False,False
control_1378,control,returning,True,True,True,False,False
control_1379,control,new,False,False,False,False,False
control_1380,control,new,True,True,True,False,False
control_1381,control,new,True,True,True,False,False
control_1382,control,new,False,False,False,False,False
control_1383,control,returning,True,False,False,False,False
control_1384,control,returning,True,True,True,True,False
control_1385,control,new,False,False,False,False,False
control_1386,control,returning,True,False,False,False,False
control_1387,control,new,True,False,False,False,False
control_1388,control,returning,True,True,True,False,False
control_1389,control,new,False,False,False,False,False
control_1390,control,returning,True,True,True,False,False
control_1391,control,returning,True,False,False,False,False
control_1392,control,new,False,False,False,False,False
control_1393,control,new,True,True,True,True,False
control_1394,control,returning,True,True,True,False,False
control_1395,control,new,True,True,False,False,False
control_1396,control,new,True,True,True,True,False
control_1397,control,returning,True,False,False,False,False
control_1398,control,new,True,True,True,False,False
control_1399,control,new,True,True,True,True,False
control_1400,control,new,True,True,True,False,False
control_1401,control,new,True,True,True,False,False
control_1402,control,returning,True,True,True,False,False
control_1403,control,new,True,True,True,False,False
control_1404,control,new,True,True,True,False,False
control_1405,control,new,True,True,True,False,False
control_1406,control,returning,True,True,True,False,False
control_1407,control,new,True,True,True,False,False
control_1408,control,returning,True,True,True,False,False
control_1409,control,returning,False,False,False,False,False
control_1410,control,returning,True,True,True,False,False
control_1411,control,returning,False,False,False,False,False
control_1412,control,returning,True,True,True,True,False
control_1413,control,returning,True,False,False,False,False
control_1414,control,new,True,False,False,False,False
control_1415,control,returning,True,True,True,False,False
control_1416,control,new,True,True,True,True,False
control_1417,control,new,False,False,False,False,False
control_1418,control,returning,True,True,True,True,False
control_1419,control,returning,True,False,False,False,False
control_1420,control,returning,True,True,True,False,False
control_1421,control,new,True,True,True,False,False
control_1422,control,new,False,False,False,False,False
control_1423,control,new,True,True,True,True,False
control_1424,control,new,False,False,False,False,False
control_1425,control,new,True,True,True,False,False
control_1426,control,new,False,False,False,False,False
control_1427,control,new,False,False,False,False,False
control_1428,control,returning,False,False,False,False,False
control_1429,control,new,True,False,False,False,False
control_1430,control,returning,True,True,False,False,False
control_1431,control,returning,True,True,True,True,False
control_1432,control,new,True,True,True,True,False
control_1433,control,new,True,True,True,False,False
control_1434,control,new,True,True,True,False,False
control_1435,control,returning,True,True,True,False,False
control_1436,control,new,False,False,False,False,False
control_1437,control,new,True,True,True,False,False
control_1438,control,returning,False,False,False,False,False
control_1439,control,returning,True,True,True,False,False
control_1440,control,new,True,True,True,True,False
control_1441,control,new,False,False,False,False,False
control_1442,control,new,False,False,False,False,False
control_1443,control,new,True,True,True,False,False
control_1444,control,new,False,False,False,False,False
control_1445,control,new,True,True,True,False,False
control_1446,control,returning,False,False,False,False,False
control_1447,control,new,True,True,True,False,False
control_1448,control,returning,True,True,True,False,False
control_1449,control,new,True,True,True,False,False
control_1450,control,returning,True,False,False,False,False
control_1451,control,returning,True,True,True,True,False
control_1452,control,returning,True,False,False,False,False
control_1453,control,returning,True,True,True,True,False
control_1454,control,new,False,False,False,False,False
control_1455,control,new,True,True,True,False,False
control_1456,control,new,True,True,True,False,False
control_1457,control,new,True,True,True,False,False
control_1458,control,returning,True,True,True,False,False
control_1459,control,new,True,False,False,False,False
control_1460,control,returning,True,False,False,False,False
control_1461,control,new,True,True,True,False,False
control_1462,control,new,True,True,True,False,False
control_1463,control,new,True,True,True,False,False
control_1464,control,returning,True,False,False,False,False
control_1465,control,returning,False,False,False,False,False
control_1466,control,new,False,False,False,False,False
control_1467,control,new,True,True,True,False,False
control_1468,control,returning,True,True,True,False,False
control_1469,control,new,True,True,True,False,False
control_1470,control,returning,True,True,True,False,False
control_1471,control,new,True,True,True,False,False
control_1472,control,new,False,False,False,False,False
control_1473,control,new,True,True,True,False,False
control_1474,control,new,True,True,True,False,False
control_1475,control,new,True,False,False,False,False
control_1476,control,new,True,True,True,False,False
control_1477,control,returning,True,True,True,False,False
control_1478,control,new,True,True,True,False,False
control_1479,control,new,False,False,False,False,False
control_1480,control,new,True,False,False,False,False
control_1481,control,new,True,True,True,True,False
control_1482,control,new,True,False,False,False,False
control_1483,control,new,True,True,True,False,False
control_1484,control,returning,False,False,False,False,False
control_1485,control,new,False,False,False,False,False
control_1486,control,returning,False,False,False,False,False
control_1487,control,new,True,True,True,False,False
control_1488,control,returning,True,False,False,False,False
control_1489,control,new,True,False,False,False,False
control_1490,control,new,True,True,True,False,False
control_1491,control,returning,True,False,False,False,False
control_1492,control,returning,True,False,False,False,False
control_1493,control,returning,True,True,True,True,False
control_1494,control,new,False,False,False,False,False
control_1495,control,returning,True,True,True,False,False
control_1496,control,returning,False,False,False,False,False
control_1497,control,returning,True,True,True,False,False
control_1498,control,new,True,False,False,False,False
control_1499,control,returning,True,True,True,False,False
control_1500,control,returning,True,True,True,False,False
control_1501,control,returning,True,True,True,False,False
control_1502,control,new,True,True,True,True,False
control_1503,control,new,True,True,True,False,False
control_1504,control,returning,False,False,False,False,False
control_1505,control,new,True,True,True,False,False
control_1506,control,returning,True,True,True,False,False
control_1507,control,new,True,True,True,False,False
control_1508,control,new,False,False,False,False,False
control_1509,control,returning,True,True,True,True,False
control_1510,control,new,True,True,True,False,False
control_1511,control,new,True,True,True,False,False
control_1512,control,returning,True,True,True,False,False
control_1513,control,returning,True,False,False,False,False
control_1514,control,returning,True,True,True,False,False
control_1515,control,new,False,False,False,False,False
control_1516,control,new,True,False,False,False,False
control_1517,control,returning,True,True,True,True,False
control_1518,control,new,True,True,True,False,False
control_1519,control,new,True,True,True,False,False
control_1520,control,new,True,False,False,False,False
control_1521,control,new,True,True,True,False,False
control_1522,control,returning,True,True,True,False,False
control_1523,control,returning,True,True,True,False,False
control_1524,control,returning,True,True,True,False,False
control_1525,control,new,False,False,False,False,False
control_1526,control,new,True,True,True,False,False
control_1527,control,new,True,True,True,False,False
control_1528,control,new,False,False,False,False,False
control_1529,control,new,False,False,False,False,False
control_1530,control,new,True,True,True,False,False
control_1531,control,new,False,False,False,False,False
control_1532,control,new,True,False,False,False,False
control_1533,control,returning,True,True,False,False,False
control_1534,control,new,False,False,False,False,False
control_1535,control,new,False,False,False,False,False
control_1536,control,returning,True,False,False,False,False
control_1537,control,returning,True,True,False,False,False
control_1538,control,returning,True,True,True,False,False
control_1539,control,new,True,True,False,False,False
control_1540,control,returning,False,False,False,False,False
control_1541,control,new,True,False,False,False,False
control_1542,control,new,True,True,True,False,False
control_1543,control,new,True,True,True,False,False
control_1544,control,new,True,True,True,False,False
control_1545,control,new,True,True,True,True,False
control_1546,control,new,False,False,False,False,False
control_1547,control,returning,True,True,True,False,False
control_1548,control,new,True,True,True,False,False
control_1549,control,new,True,True,True,True,False
control_1550,control,new,True,False,False,False,False
control_1551,control,new,True,True,True,True,False
control_1552,control,new,True,True,True,False,False
control_1553,control,new,True,True,False,False,False
control_1554,control,new,True,True,False,False,False
control_1555,control,returning,False,False,False,False,False
control_1556,control,returning,True,True,True,False,False
control_1557,control,new,True,True,False,False,False
control_1558,control,returning,True,True,True,True,False
control_1559,control,returning,True,True,True,False,False
control_1560,control,returning,False,False,False,False,False
control_1561,control,returning,True,True,True,False,False
control_1562,control,returning,True,True,True,False,False
control_1563,control,returning,True,True,True,False,False
control_1564,control,returning,False,False,False,False,False
control_1565,control,new,True,True,True,False,False
control_1566,control,new,True,True,True,False,False
control_1567,control,new,True,False,False,False,False
control_1568,control,new,True,True,True,True,False
control_1569,control,new,False,False,False,False,False
control_1570,control,new,True,True,True,False,False
control_1571,control,new,True,True,True,True,False
control_1572,control,new,True,True,False,False,False
control_1573,control,returning,False,False,False,False,False
control_1574,control,new,True,True,True,False,False
control_1575,control,new,True,True,True,False,False
control_1576,control,returning,False,False,False,False,False
control_1577,control,returning,True,True,False,False,False
control_1578,control,returning,False,False,False,False,False
control_1579,control,returning,False,False,False,False,False
control_1580,control,returning,True,True,True,False,False
control_1581,control,new,True,True,True,False,False
control_1582,control,new,True,True,True,False,False
control_1583,control,new,True,False,False,False,False
control_1584,control,returning,True,False,False,False,False
control_1585,control,returning,False,False,False,False,False
control_1586,control,new,True,True,True,False,False
control_1587,control,new,True,True,True,True,False
control_1588,control,new,True,True,True,False,False
control_1589,control,new,True,True,True,True,False
control_1590,control,new,True,True,True,False,False
control_1591,control,new,False,False,False,False,False
control_1592,control,returning,True,False,False,False,False
control_1593,control,new,True,True,True,False,False
control_1594,control,returning,True,True,True,False,False
control_1595,control,returning,True,True,True,False,False
control_1596,control,new,False,False,False,False,False
control_1597,control,new,True,True,True,False,False
control_1598,control,returning,True,True,True,True,False
control_1599,control,new,True,True,True,False,False
control_1600,control,returning,True,True,True,False,False
control_1601,control,new,True,True,True,False,False
control_1602,control,returning,False,False,False,False,False
control_1603,control,returning,False,False,False,False,False
control_1604,control,new,True,True,True,True,False
control_1605,control,new,True,False,False,False,False
control_1606,control,returning,True,True,True,False,False
control_1607,control,new,True,True,False,False,False
control_1608,control,new,True,False,False,False,False
control_1609,control,new,True,True,True,False,False
control_1610,control,new,True,False,False,False,False
control_1611,control,returning,True,True,True,False,False
control_1612,control,returning,True,True,True,False,False
control_1613,control,new,True,True,True,False,False
control_1614,control,returning,True,True,True,False,False
control_1615,control,new,True,True,True,False,False
control_1616,control,new,True,True,True,False,False
control_1617,control,new,False,False,False,False,False
control_1618,control,returning,True,True,True,False,False
control_1619,control,new,True,True,True,False,False
control_1620,control,new,True,True,True,True,False
control_1621,control,new,True,True,True,False,False
control_1622,control,returning,True,False,False,False,False
control_1623,control,new,True,True,False,False,False
control_1624,control,new,True,True,True,False,False
control_1625,control,returning,True,True,True,False,False
control_1626,control,new,True,True,True,False,False
control_1627,control,new,False,False,False,False,False
control_1628,control,new,True,False,False,False,False
control_1629,control,new,True,True,True,False,False
control_1630,control,new,True,True,True,False,False
control_1631,control,returning,True,False,False,False,False
control_1632,control,returning,True,True,False,False,False
control_1633,control,returning,True,True,True,False,False
control_1634,control,returning,True,True,True,False,False
control_1635,control,new,True,True,True,False,False
control_1636,control,new,True,True,True,False,False
control_1637,control,returning,True,False,False,False,False
control_1638,control,new,True,True,True,False,False
control_1639,control,returning,True,True,True,False,False
control_1640,control,returning,True,True,True,False,False
control_1641,control,new,False,False,False,False,False
control_1642,control,new,False,False,False,False,False
control_1643,control,new,True,True,True,False,False
control_1644,control,new,True,False,False,False,False
control_1645,control,new,True,True,True,False,False
control_1646,control,new,True,True,True,False,False
control_1647,control,returning,True,True,True,False,False
control_1648,control,returning,True,True,True,False,False
control_1649,control,returning,True,True,True,False,False
control_1650,control,new,False,False,False,False,False
control_1651,control,new,True,False,False,False,False
control_1652,control,new,True,True,True,True,False
control_1653,control,new,True,True,True,False,False
control_1654,control,returning,True,False,False,False,False
control_1655,control,new,True,False,False,False,False
control_1656,control,new,False,False,False,False,False
control_1657,control,returning,False,False,False,False,False
control_1658,control,new,True,False,False,False,False
control_1659,control,new,True,True,True,True,False
control_1660,control,new,True,True,True,False,False
control_1661,control,returning,True,True,True,False,False
control_1662,control,returning,True,True,False,False,False
control_1663,control,new,True,False,False,False,False
control_1664,control,returning,True,True,True,False,False
control_1665,control,returning,True,True,True,False,False
control_1666,control,returning,True,False,False,False,False
control_1667,control,new,False,False,False,False,False
control_1668,control,new,True,False,False,False,False
control_1669,control,returning,False,False,False,False,False
control_1670,control,new,True,True,True,False,False
control_1671,control,returning,False,False,False,False,False
control_1672,control,returning,True,False,False,False,False
control_1673,control,new,True,True,True,False,False
control_1674,control,returning,True,True,True,False,False
control_1675,control,returning,False,False,False,False,False
control_1676,control,returning,True,True,True,False,False
control_1677,control,new,True,True,True,False,False
control_1678,control,returning,False,False,False,False,False
control_1679,control,new,True,True,True,False,False
control_1680,control,returning,False,False,False,False,False
control_1681,control,returning,True,True,True,False,False
control_1682,control,returning,True,False,False,False,False
control_1683,control,new,True,True,True,False,False
control_1684,control,new,True,True,True,False,False
control_1685,control,new,True,True,True,False,False
control_1686,control,new,True,False,False,False,False
control_1687,control,new,True,False,False,False,False
control_1688,control,new,False,False,False,False,False
control_1689,control,new,False,False,False,False,False
control_1690,control,returning,True,True,True,True,False
control_1691,control,returning,True,True,True,True,False
control_1692,control,new,True,True,True,False,False
control_1693,control,returning,False,False,False,False,False
control_1694,control,returning,True,True,True,False,False
control_1695,control,new,True,True,True,False,False
control_1696,control,new,True,True,True,False,False
control_1697,control,returning,False,False,False,False,False
control_1698,control,returning,False,False,False,False,False
control_1699,control,returning,True,True,True,False,False
control_1700,control,returning,False,False,False,False,False
control_1701,control,returning,True,True,True,False,False
control_1702,control,new,True,False,False,False,False
control_1703,control,returning,False,False,False,False,False
control_1704,control,new,True,True,True,False,False
control_1705,control,returning,True,True,True,False,False
control_1706,control,new,False,False,False,False,False
control_1707,control,new,False,False,False,False,False
control_1708,control,returning,True,True,False,False,False
control_1709,control,new,True,True,True,False,False
control_1710,control,returning,False,False,False,False,False
control_1711,control,new,True,True,True,False,False
control_1712,control,returning,False,False,False,False,False
control_1713,control,returning,True,True,True,False,False
control_1714,control,new,True,True,True,False,False
control_1715,control,returning,True,True,True,False,False
control_1716,control,new,False,False,False,False,False
control_1717,control,returning,False,False,False,False,False
control_1718,control,returning,True,False,False,False,False
control_1719,control,returning,True,True,True,False,False
control_1720,control,new,False,False,False,False,False
control_1721,control,new,True,False,False,False,False
control_1722,control,returning,True,True,True,False,False
control_1723,control,new,False,False,False,False,False
control_1724,control,new,False,False,False,False,False
control_1725,control,new,False,False,False,False,False
control_1726,control,new,True,True,True,False,False
control_1727,control,returning,True,True,True,False,False
control_1728,control,new,False,False,False,False,False
control_1729,control,new,True,False,False,False,False
control_1730,control,returning,True,True,True,False,False
control_1731,control,new,False,False,False,False,False
control_1732,control,returning,True,False,False,False,False
control_1733,control,new,False,False,False,False,False
control_1734,control,returning,True,True,True,False,False
control_1735,control,returning,False,False,False,False,False
control_1736,control,returning,True,True,True,True,False
control_1737,control,new,True,True,True,False,False
control_1738,control,new,False,False,False,False,False
control_1739,control,returning,True,True,True,False,False
control_1740,control,new,True,True,True,True,False
control_1741,control,new,True,True,True,False,False
control_1742,control,new,False,False,False,False,False
control_1743,control,returning,False,False,False,False,False
control_1744,control,returning,True,False,False,False,False
control_1745,control,returning,True,True,True,False,False
control_1746,control,returning,True,True,True,False,False
control_1747,control,new,False,False,False,False,False
control_1748,control,new,False,False,False,False,False
control_1749,control,new,False,False,False,False,False
control_1750,control,returning,True,False,False,False,False
control_1751,control,new,True,False,False,False,False
control_1752,control,returning,False,False,False,False,False
control_1753,control,returning,False,False,False,False,False
control_1754,control,new,True,True,True,False,False
control_1755,control,new,True,True,True,False,False
control_1756,control,new,True,True,False,False,False
control_1757,control,returning,True,True,True,False,False
control_1758,control,returning,True,True,True,False,False
control_1759,control,returning,True,True,True,True,False
control_1760,control,new,True,False,False,False,False
control_1761,control,new,False,False,False,False,False
control_1762,control,new,True,True,True,False,False
control_1763,control,new,False,False,False,False,False
control_1764,control,new,True,True,True,True,False
control_1765,control,new,True,True,True,False,False
control_1766,control,returning,True,True,True,False,False
control_1767,control,new,True,True,True,False,False
control_1768,control,new,True,True,True,False,False
control_1769,control,returning,True,True,True,False,False
control_1770,control,new,False,False,False,False,False
control_1771,control,returning,False,False,False,False,False
control_1772,control,returning,True,True,True,False,False
control_1773,control,returning,True,True,True,False,False
control_1774,control,returning,True,True,True,False,False
control_1775,control,new,True,True,True,False,False
control_1776,control,returning,True,True,True,False,False
control_1777,control,new,True,True,True,False,False
control_1778,control,new,True,True,True,True,False
control_1779,control,new,True,False,False,False,False
control_1780,control,new,False,False,False,False,False
control_1781,control,returning,False,False,False,False,False
control_1782,control,new,True,True,True,False,False
control_1783,control,new,False,False,False,False,False
control_1784,control,new,True,True,True,False,False
control_1785,control,returning,True,True,True,False,False
control_1786,control,new,False,False,False,False,False
control_1787,control,returning,False,False,False,False,False
control_1788,control,returning,False,False,False,False,False
control_1789,control,new,True,False,False,False,False
control_1790,control,returning,False,False,False,False,False
control_1791,control,new,True,True,True,True,False
control_1792,control,new,True,True,True,False,False
control_1793,control,returning,True,True,True,True,False
control_1794,control,returning,False,False,False,False,False
control_1795,control,new,True,True,True,False,False
control_1796,control,new,True,True,True,False,False
control_1797,control,new,False,False,False,False,False
control_1798,control,new,True,True,True,True,False
control_1799,control,returning,True,True,True,False,False
control_1800,control,returning,True,True,True,False,False
control_1801,control,returning,True,True,True,False,False
control_1802,control,new,False,False,False,False,False
control_1803,control,returning,True,True,True,False,False
control_1804,control,returning,True,True,True,True,False
control_1805,control,returning,True,False,False,False,False
control_1806,control,new,True,True,True,True,False
control_1807,control,new,False,False,False,False,False
control_1808,control,new,True,True,True,False,False
control_1809,control,new,False,False,False,False,False
control_1810,control,new,True,True,True,False,False
control_1811,control,new,True,True,True,False,False
control_1812,control,returning,True,True,True,False,False
control_1813,control,new,True,True,True,False,False
control_1814,control,returning,True,False,False,False,False
control_1815,control,new,False,False,False,False,False
control_1816,control,returning,True,True,True,False,False
control_1817,control,new,True,True,True,False,False
control_1818,control,new,True,True,True,False,False
control_1819,control,returning,True,False,False,False,False
control_1820,control,returning,True,False,False,False,False
control_1821,control,new,False,False,False,False,False
control_1822,control,new,True,True,True,False,False
control_1823,control,returning,True,True,True,False,False
control_1824,control,returning,True,True,True,False,False
control_1825,control,new,True,True,True,False,False
control_1826,control,new,True,False,False,False,False
control_1827,control,new,True,True,True,False,False
control_1828,control,returning,True,True,True,False,False
control_1829,control,new,False,False,False,False,False
control_1830,control,new,True,True,True,False,False
control_1831,control,returning,True,True,True,True,False
control_1832,control,new,True,True,True,False,False
control_1833,control,new,True,True,True,True,False
control_1834,control,new,True,False,False,False,False
control_1835,control,new,True,True,True,False,False
control_1836,control,new,False,False,False,False,False
control_1837,control,new,True,True,True,False,False
control_1838,control,returning,True,False,False,False,False
control_1839,control,returning,True,False,False,False,False
control_1840,control,new,True,True,True,True,False
control_1841,control,new,True,True,True,False,False
control_1842,control,new,True,True,True,False,False
control_1843,control,returning,True,True,True,False,False
control_1844,control,new,True,True,True,False,False
control_1845,control,returning,False,False,False,False,False
control_1846,control,new,False,False,False,False,False
control_1847,control,returning,True,True,True,True,False
control_1848,control,new,True,True,True,True,False
control_1849,control,returning,False,False,False,False,False
control_1850,control,new,False,False,False,False,False
control_1851,control,returning,False,False,False,False,False
control_1852,control,new,True,True,True,False,False
control_1853,control,returning,True,True,True,False,False
control_1854,control,returning,True,True,True,False,False
control_1855,control,returning,False,False,False,False,False
control_1856,control,new,True,True,False,False,False
control_1857,control,new,True,True,True,False,False
control_1858,control,new,True,True,True,True,False
control_1859,control,new,True,True,True,False,False
control_1860,control,new,True,True,True,False,False
control_1861,control,returning,True,True,True,False,False
control_1862,control,returning,True,True,True,True,False
control_1863,control,new,True,False,False,False,False
control_1864,control,returning,True,True,True,False,False
control_1865,control,returning,True,True,True,False,False
control_1866,control,returning,False,False,False,False,False
control_1867,control,new,True,True,True,False,False
control_1868,control,new,True,True,True,False,False
control_1869,control,returning,True,False,False,False,False
control_1870,control,new,True,True,True,False,False
control_1871,control,new,True,False,False,False,False
control_1872,control,returning,True,True,True,False,False
control_1873,control,returning,True,True,True,False,False
control_1874,control,returning,True,True,True,True,False
control_1875,control,returning,True,True,True,True,False
control_1876,control,new,True,False,False,False,False
control_1877,control,new,True,False,False,False,False
control_1878,control,new,True,True,True,True,False
control_1879,control,new,True,True,True,False,False
control_1880,control,new,True,True,True,False,False
control_1881,control,returning,True,True,True,False,False
control_1882,control,new,False,False,False,False,False
control_1883,control,returning,False,False,False,False,False
control_1884,control,new,True,True,True,False,False
control_1885,control,new,True,False,False,False,False
control_1886,control,new,True,True,False,False,False
control_1887,control,new,True,True,True,False,False
control_1888,control,returning,False,False,False,False,False
control_1889,control,new,True,False,False,False,False
control_1890,control,new,False,False,False,False,False
control_1891,control,returning,True,True,True,False,False
control_1892,control,new,True,True,True,False,False
control_1893,control,new,False,False,False,False,False
control_1894,control,new,True,True,True,True,False
control_1895,control,new,False,False,False,False,False
control_1896,control,returning,True,True,True,False,False
control_1897,control,new,False,False,False,False,False
control_1898,control,new,True,True,True,False,False
control_1899,control,new,True,False,False,False,False
control_1900,control,new,False,False,False,False,False
control_1901,control,new,True,True,True,False,False
control_1902,control,returning,True,True,True,False,False
control_1903,control,new,False,False,False,False,False
control_1904,control,returning,True,True,True,False,False
control_1905,control,new,False,False,False,False,False
control_1906,control,new,True,True,True,False,False
control_1907,control,new,True,True,True,False,False
control_1908,control,returning,True,True,True,False,False
control_1909,control,returning,True,False,False,False,False
control_1910,control,new,False,False,False,False,False
control_1911,control,new,True,True,True,False,False
control_1912,control,returning,True,False,False,False,False
control_1913,control,new,True,True,True,False,False
control_1914,control,new,True,True,False,False,False
control_1915,control,new,True,True,True,False,False
control_1916,control,returning,False,False,False,False,False
control_1917,control,returning,False,False,False,False,False
control_1918,control,new,False,False,False,False,False
control_1919,control,returning,True,False,False,False,False
control_1920,control,new,True,True,True,False,False
control_1921,control,new,True,True,True,False,False
control_1922,control,new,True,True,True,False,False
control_1923,control,new,True,True,False,False,False
control_1924,control,new,True,True,True,False,False
control_1925,control,new,True,False,False,False,False
control_1926,control,new,False,False,False,False,False
control_1927,control,returning,False,False,False,False,False
control_1928,control,new,False,False,False,False,False
control_1929,control,new,True,True,True,False,False
control_1930,control,returning,False,False,False,False,False
control_1931,control,returning,True,True,True,False,False
control_1932,control,returning,True,True,True,True,False
control_1933,control,returning,True,True,True,False,False
control_1934,control,returning,True,False,False,False,False
control_1935,control,new,True,True,True,False,False
control_1936,control,new,True,True,True,True,False
control_1937,control,returning,True,True,True,False,False
control_1938,control,new,True,True,True,False,False
control_1939,control,new,False,False,False,False,False
control_1940,control,new,True,False,False,False,False
control_1941,control,new,True,True,True,True,False
control_1942,control,new,True,True,True,True,False
control_1943,control,new,False,False,False,False,False
control_1944,control,returning,True,True,True,False,False
control_1945,control,returning,True,True,True,False,False
control_1946,control,new,True,False,False,False,False
control_1947,control,returning,True,True,True,False,False
control_1948,control,new,True,True,False,False,False
control_1949,control,returning,True,True,True,False,False
control_1950,control,returning,True,True,False,False,False
control_1951,control,new,True,False,False,False,False
control_1952,control,returning,True,False,False,False,False
control_1953,control,returning,True,True,True,False,False
control_1954,control,returning,True,True,False,False,False
control_1955,control,returning,True,True,True,False,False
control_1956,control,new,True,True,True,False,False
control_1957,control,new,True,True,True,False,False
control_1958,control,returning,True,True,True,False,False
control_1959,control,returning,True,True,True,False,False
control_1960,control,returning,True,True,False,False,False
control_1961,control,new,True,True,True,False,False
control_1962,control,new,True,True,True,False,False
control_1963,control,new,True,False,False,False,False
control_1964,control,returning,True,True,True,False,False
control_1965,control,new,True,True,False,False,False
control_1966,control,returning,False,False,False,False,False
control_1967,control,returning,True,True,True,False,False
control_1968,control,new,True,True,True,False,False
control_1969,control,new,False,False,False,False,False
control_1970,control,new,True,True,True,False,False
control_1971,control,returning,True,True,True,False,False
control_1972,control,returning,True,False,False,False,False
control_1973,control,new,False,False,False,False,False
control_1974,control,new,False,False,False,False,False
control_1975,control,new,True,True,True,False,False
control_1976,control,new,False,False,False,False,False
control_1977,control,returning,True,False,False,False,False
control_1978,control,returning,True,True,False,False,False
control_1979,control,new,True,True,False,False,False
control_1980,control,returning,True,True,True,False,False
control_1981,control,new,True,True,True,False,False
control_1982,control,returning,False,False,False,False,False
control_1983,control,new,True,True,True,False,False
control_1984,control,returning,True,True,False,False,False
control_1985,control,returning,True,False,False,False,False
control_1986,control,new,True,False,False,False,False
control_1987,control,returning,True,False,False,False,False
control_1988,control,returning,False,False,False,False,False
control_1989,control,new,True,True,True,False,False
control_1990,control,new,True,True,True,True,False
control_1991,control,returning,True,True,True,False,False
control_1992,control,new,False,False,False,False,False
control_1993,control,new,False,False,False,False,False
control_1994,control,new,True,True,True,True,False
control_1995,control,returning,True,True,True,True,False
control_1996,control,new,True,True,True,False,False
control_1997,control,new,False,False,False,False,False
control_1998,control,returning,False,False,False,False,False
control_1999,control,new,False,False,False,False,False
control_2000,control,returning,True,True,True,True,False
control_2001,control,new,True,True,True,False,False
control_2002,control,returning,True,True,True,False,False
control_2003,control,returning,True,True,True,False,False
control_2004,control,new,True,True,True,False,False
control_2005,control,returning,True,True,True,False,False
control_2006,control,new,True,True,True,False,False
control_2007,control,new,False,False,False,False,False
control_2008,control,new,False,False,False,False,False
control_2009,control,returning,False,False,False,False,False
control_2010,control,new,False,False,False,False,False
control_2011,control,new,True,True,True,False,False
control_2012,control,new,True,True,True,False,False
control_2013,control,new,True,True,False,False,False
control_2014,control,new,True,False,False,False,False
control_2015,control,new,True,True,True,False,False
control_2016,control,new,True,True,True,False,False
control_2017,control,new,False,False,False,False,False
control_2018,control,returning,True,True,True,False,False
control_2019,control,new,False,False,False,False,False
control_2020,control,returning,False,False,False,False,False
control_2021,control,new,False,False,False,False,False
control_2022,control,new,True,True,True,False,False
control_2023,control,new,False,False,False,False,False
control_2024,control,new,False,False,False,False,False
control_2025,control,new,False,False,False,False,False
control_2026,control,returning,True,False,False,False,False
control_2027,control,new,True,True,True,True,False
control_2028,control,new,False,False,False,False,False
control_2029,control,new,True,True,True,False,False
control_2030,control,new,True,True,True,False,False
control_2031,control,new,True,True,True,False,False
control_2032,control,new,True,True,True,False,False
control_2033,control,new,True,True,True,False,False
control_2034,control,new,False,False,False,False,False
control_2035,control,returning,False,False,False,False,False
control_2036,control,returning,False,False,False,False,False
control_2037,control,new,True,True,True,False,False
control_2038,control,returning,True,True,True,False,False
control_2039,control,returning,True,True,True,False,False
control_2040,control,new,True,True,True,True,False
control_2041,control,returning,True,True,True,False,False
control_2042,control,returning,False,False,False,False,False
control_2043,control,returning,False,False,False,False,False
control_2044,control,returning,True,True,True,False,False
control_2045,control,new,True,True,True,True,False
control_2046,control,new,True,True,False,False,False
control_2047,control,new,True,True,False,False,False
control_2048,control,new,True,False,False,False,False
control_2049,control,new,True,True,True,False,False
control_2050,control,returning,True,True,True,False,False
control_2051,control,new,True,True,True,False,False
control_2052,control,new,False,False,False,False,False
control_2053,control,returning,True,True,True,True,False
control_2054,control,new,True,False,False,False,False
control_2055,control,new,True,True,True,False,False
control_2056,control,returning,True,True,True,True,False
control_2057,control,new,True,True,True,False,False
control_2058,control,new,False,False,False,False,False
control_2059,control,new,False,False,False,False,False
control_2060,control,returning,True,False,False,False,False
control_2061,control,new,True,True,True,True,False
control_2062,control,new,True,False,False,False,False
control_2063,control,new,True,True,True,False,False
control_2064,control,new,True,True,True,False,False
control_2065,control,returning,False,False,False,False,False
control_2066,control,new,True,True,False,False,False
control_2067,control,returning,True,False,False,False,False
control_2068,control,new,True,True,True,False,False
control_2069,control,new,True,True,True,False,False
control_2070,control,returning,False,False,False,False,False
control_2071,control,new,True,False,False,False,False
control_2072,control,new,True,True,True,False,False
control_2073,control,returning,True,False,False,False,False
control_2074,control,new,False,False,False,False,False
control_2075,control,new,True,True,True,False,False
